9.714978514331402693e-01,0.000000000000000000e+00,1.000000000000000082e-05
8.240833590872844727e-01,0.000000000000000000e+00,2.000000000000000164e-05
7.343556369063861666e-01,0.000000000000000000e+00,3.000000000000000076e-05
6.806426355220432933e-01,0.000000000000000000e+00,4.000000000000000327e-05
6.377595466767956855e-01,0.000000000000000000e+00,5.000000000000000240e-05
6.032615482509632310e-01,0.000000000000000000e+00,6.000000000000000152e-05
5.776803753260368879e-01,0.000000000000000000e+00,6.999999999999999387e-05
5.588546335771586993e-01,0.000000000000000000e+00,8.000000000000000654e-05
5.486027335419374484e-01,0.000000000000000000e+00,9.000000000000000567e-05
4.134200215339660645e-01,4.292303452391108554e-01,1.000000000000000048e-04
4.037417760579892767e-01,4.292303452391108554e-01,9.765625000000007692e-18
3.971224318985915325e-01,4.292303452391108554e-01,9.536743164062513285e-31
3.946317741245130573e-01,4.292303452391108554e-01,9.313225746154802405e-44
3.945134115635308136e-01,4.292303452391108554e-01,9.094947017729303459e-57
3.956651274791496697e-01,4.292303452391108554e-01,8.881784197001277048e-70
3.956247997065748812e-01,4.292303452391108554e-01,8.673617379884067358e-83
3.955216090621349601e-01,4.292303452391108554e-01,8.470329472543039624e-96
3.942975133620248984e-01,4.292303452391108554e-01,8.271806125530316744e-109
3.939128847881638862e-01,4.292303452391108554e-01,8.077935669463205678e-122
3.390360474586486816e-01,4.111770683904436563e-01,7.888609052210167576e-135
3.985884720736210807e-01,4.111770683904436563e-01,7.703719777548996593e-148
3.957561693381314027e-01,4.111770683904436563e-01,7.523163845262694827e-161
3.943604154642237902e-01,4.111770683904436563e-01,7.346839692639355571e-174
3.924196005016193922e-01,4.111770683904436563e-01,7.174648137343124286e-187
3.910539463132679527e-01,4.111770683904436563e-01,7.006492321624150144e-200
3.920457691400499600e-01,4.111770683904436563e-01,6.842277657836087869e-213
3.913916127487868102e-01,4.111770683904436563e-01,6.681911775230559574e-226
3.905066626795222207e-01,4.111770683904436563e-01,6.525304467998597364e-239
