5.555052188137779220e-03,6.755197411179542755e+00,1.748546212911605835e-02,6.491363793611526489e-02,1.000000000000000048e-04
1.271752373606432340e-01,4.619916525065899116e+00,1.599774807691574097e-01,3.193288296461105347e-02,1.000000000000000048e-04
2.122898488491773705e-01,3.881389268636703527e+00,2.028277069330215454e-01,2.918158099055290222e-02,1.000000000000000048e-04
2.590851625576615080e-01,3.598104000627994736e+00,2.323645055294036865e-01,2.749018371105194092e-02,1.000000000000000048e-04
2.887250850386917644e-01,3.432441643297672318e+00,2.571538984775543213e-01,2.636055462062358856e-02,1.000000000000000048e-04
3.097834708243608626e-01,3.309375931501388646e+00,2.733369767665863037e-01,2.565774880349636078e-02,1.000000000000000048e-04
3.250690703094005762e-01,3.218736008524894832e+00,2.848187685012817383e-01,2.515384741127490997e-02,1.000000000000000048e-04
3.359466482214629734e-01,3.149915274798869902e+00,2.931868135929107666e-01,2.508808113634586334e-02,1.000000000000000048e-04
3.434551124423742552e-01,3.104659490764141161e+00,2.977980077266693115e-01,2.462568134069442749e-02,1.000000000000000048e-04
3.500774826258420958e-01,3.061779690086841477e+00,3.045783638954162598e-01,2.425484359264373779e-02,1.000000000000000048e-04
3.555529253557324632e-01,3.028969612956047275e+00,3.092751801013946533e-01,2.443563938140869141e-02,1.000000000000000048e-04
3.610698262825608462e-01,2.996320214092731415e+00,3.133699893951416016e-01,2.421979978680610657e-02,1.000000000000000048e-04
3.650958160981536138e-01,2.968832255184650215e+00,3.199526071548461914e-01,2.383089065551757812e-02,1.000000000000000048e-04
3.692284984663128933e-01,2.943761549592017968e+00,3.215237557888031006e-01,2.382273226976394653e-02,1.000000000000000048e-04
3.730209987685084161e-01,2.924809215307235810e+00,3.257252871990203857e-01,2.385086007416248322e-02,1.000000000000000048e-04
3.755798007622361268e-01,2.908167100191116461e+00,3.282510340213775635e-01,2.341968566179275513e-02,1.000000000000000048e-04
3.796038632020354298e-01,2.882756053984165234e+00,3.316825032234191895e-01,2.334991842508316040e-02,1.000000000000000048e-04
3.820512329265475238e-01,2.870497205555439191e+00,3.335050940513610840e-01,2.328721061348915100e-02,1.000000000000000048e-04
3.850533424913883396e-01,2.852342532873153758e+00,3.342254757881164551e-01,2.317977882921695709e-02,1.000000000000000048e-04
3.878265978768468125e-01,2.837507295250892625e+00,3.390511274337768555e-01,2.316717617213726044e-02,1.000000000000000048e-04
3.901207382008433089e-01,2.823424256742000704e+00,3.401092886924743652e-01,2.310059033334255219e-02,1.000000000000000048e-04
3.932150616645813113e-01,2.806816156208514990e+00,3.431182205677032471e-01,2.307637780904769897e-02,1.000000000000000048e-04
3.960546192005276467e-01,2.791896613657474546e+00,3.454430699348449707e-01,2.301432564854621887e-02,1.000000000000000048e-04
3.973964415490627289e-01,2.783114759445190600e+00,3.476926088333129883e-01,2.299761772155761719e-02,1.000000000000000048e-04
3.992014939785003547e-01,2.771760795652866260e+00,3.500006496906280518e-01,2.281320653855800629e-02,1.000000000000000048e-04
4.018569886833429083e-01,2.758602327525615738e+00,3.511527776718139648e-01,2.265659719705581665e-02,1.000000000000000048e-04
4.032606868594884597e-01,2.749642418980598357e+00,3.531765043735504150e-01,2.260590158402919769e-02,1.000000000000000048e-04
4.046345926970243423e-01,2.741490220308303805e+00,3.544194102287292480e-01,2.260009199380874634e-02,1.000000000000000048e-04
4.058650359436869470e-01,2.733330686628818729e+00,3.556437790393829346e-01,2.256333827972412109e-02,1.000000000000000048e-04
4.088527179956435997e-01,2.717268065512180364e+00,3.580377101898193359e-01,2.246298827230930328e-02,1.000000000000000048e-04
4.102583695128559915e-01,2.711929454326629685e+00,3.582684993743896484e-01,2.250346913933753967e-02,1.000000000000000048e-04
4.118645667955279088e-01,2.700678245365619734e+00,3.590533733367919922e-01,2.235334366559982300e-02,1.000000000000000048e-04
4.127696192935109143e-01,2.698346253573894682e+00,3.618383705615997314e-01,2.232227288186550140e-02,1.000000000000000048e-04
4.139930049180984284e-01,2.689158611953258671e+00,3.633118569850921631e-01,2.231263369321823120e-02,1.000000000000000048e-04
4.153587862178683143e-01,2.683036545038223419e+00,3.646291494369506836e-01,2.233333140611648560e-02,1.000000000000000048e-04
4.171440723314881471e-01,2.672471360623836389e+00,3.648188114166259766e-01,2.223159000277519226e-02,1.000000000000000048e-04
4.189776658117770891e-01,2.662929472327232538e+00,3.664611876010894775e-01,2.222784794867038727e-02,1.000000000000000048e-04
4.209336817115545415e-01,2.654815558969974454e+00,3.662686944007873535e-01,2.207336388528347015e-02,1.000000000000000048e-04
4.217980048432946050e-01,2.650114082992077069e+00,3.683878183364868164e-01,2.203824929893016815e-02,1.000000000000000048e-04
4.233407914415001638e-01,2.641620254516601651e+00,3.701744973659515381e-01,2.206970192492008209e-02,1.000000000000000048e-04
4.251005308106541869e-01,2.632203032493591444e+00,3.713923692703247070e-01,2.200859785079956055e-02,1.000000000000000048e-04
4.266031872779130762e-01,2.624098893761634965e+00,3.739141225814819336e-01,2.213026024401187897e-02,1.000000000000000048e-04
4.269538120403885695e-01,2.623659249424934448e+00,3.744382858276367188e-01,2.197330445051193237e-02,1.000000000000000048e-04
4.287875362932682122e-01,2.614356565058231219e+00,3.763391971588134766e-01,2.188616245985031128e-02,1.000000000000000048e-04
4.291039685010910043e-01,2.611941536545753451e+00,3.764800727367401123e-01,2.183429710566997528e-02,1.000000000000000048e-04
4.304351660609245234e-01,2.602950901329517563e+00,3.764968812465667725e-01,2.201029472053050995e-02,1.000000000000000048e-04
4.317882914617657830e-01,2.596964589059352679e+00,3.783313035964965820e-01,2.176949009299278259e-02,1.000000000000000048e-04
4.335114685818552971e-01,2.588686374664306733e+00,3.794827163219451904e-01,2.173635549843311310e-02,1.000000000000000048e-04
4.343258953839540526e-01,2.585427218079566991e+00,3.813018798828125000e-01,2.169574238359928131e-02,1.000000000000000048e-04
4.352255310416221490e-01,2.580407908260822225e+00,3.823592662811279297e-01,2.170993573963642120e-02,1.000000000000000048e-04
4.360136821419000608e-01,2.574540994465351229e+00,3.823349773883819580e-01,2.171007171273231506e-02,1.000000000000000048e-04
4.375517812594771350e-01,2.568680783390998812e+00,3.839206993579864502e-01,2.174610644578933716e-02,1.000000000000000048e-04
4.378630313277244723e-01,2.567502381265163613e+00,3.832205235958099365e-01,2.166860364377498627e-02,1.000000000000000048e-04
4.390410519763827124e-01,2.561687646925449258e+00,3.848005533218383789e-01,2.158158831298351288e-02,1.000000000000000048e-04
4.395457914769649310e-01,2.559954565763473688e+00,3.861377835273742676e-01,2.154513634741306305e-02,1.000000000000000048e-04
4.404958437159657292e-01,2.553477593958378034e+00,3.857235610485076904e-01,2.168210968375205994e-02,1.000000000000000048e-04
4.415803488567471291e-01,2.548387452065944636e+00,3.866376876831054688e-01,2.154913358390331268e-02,1.000000000000000048e-04
4.429300108030438388e-01,2.543302233040332982e+00,3.895367383956909180e-01,2.154356054961681366e-02,1.000000000000000048e-04
4.437921199202537470e-01,2.538737755000591179e+00,3.898086249828338623e-01,2.150998637080192566e-02,1.000000000000000048e-04
4.449977447390556229e-01,2.532278517365455617e+00,3.907284438610076904e-01,2.152688056230545044e-02,1.000000000000000048e-04
4.451955836340785178e-01,2.532396049737930088e+00,3.902904391288757324e-01,2.143279835581779480e-02,1.000000000000000048e-04
4.468981613293290245e-01,2.522783288061619000e+00,3.929832577705383301e-01,2.151120640337467194e-02,1.000000000000000048e-04
4.479243589192629105e-01,2.518334130138158766e+00,3.925643861293792725e-01,2.145566977560520172e-02,1.000000000000000048e-04
4.472821982651948858e-01,2.522661270827054825e+00,3.940564393997192383e-01,2.147056162357330322e-02,1.000000000000000048e-04
4.479897500723600268e-01,2.518926399469375799e+00,3.943284749984741211e-01,2.143014222383499146e-02,1.000000000000000048e-04
4.495681096240878305e-01,2.510095371097326389e+00,3.944669961929321289e-01,2.138479240238666534e-02,1.000000000000000048e-04
4.499423280134797198e-01,2.508297430872917122e+00,3.952645957469940186e-01,2.138950303196907043e-02,1.000000000000000048e-04
4.506658440679311983e-01,2.506535825252532934e+00,3.964635729789733887e-01,2.138921990990638733e-02,1.000000000000000048e-04
4.518066252022981399e-01,2.499955699563026545e+00,3.960760235786437988e-01,2.138655260205268860e-02,1.000000000000000048e-04
4.528310783579945764e-01,2.494664776027202713e+00,3.979958593845367432e-01,2.128453738987445831e-02,1.000000000000000048e-04
4.531369898319244638e-01,2.493270366609096733e+00,3.976538181304931641e-01,2.128161117434501648e-02,1.000000000000000048e-04
4.538840992376208527e-01,2.489829203486442655e+00,3.997932076454162598e-01,2.135406993329524994e-02,1.000000000000000048e-04
4.563146457970142511e-01,2.477805453479290154e+00,4.003767371177673340e-01,2.126673609018325806e-02,1.000000000000000048e-04
4.552483703345060473e-01,2.484624440491199682e+00,4.006179869174957275e-01,2.120851911604404449e-02,1.000000000000000048e-04
4.570099062547087754e-01,2.474789680808782588e+00,4.003671407699584961e-01,2.123615518212318420e-02,1.000000000000000048e-04
4.575452452674508286e-01,2.473210718899965244e+00,4.016751945018768311e-01,2.129475399851799011e-02,1.000000000000000048e-04
4.579127715378999985e-01,2.472185794949531612e+00,4.025836288928985596e-01,2.124181948602199554e-02,1.000000000000000048e-04
4.581503492519259368e-01,2.470088136196136652e+00,4.026297628879547119e-01,2.114818617701530457e-02,1.000000000000000048e-04
4.585645680278539471e-01,2.469164913415908824e+00,4.039708077907562256e-01,2.117026597261428833e-02,1.000000000000000048e-04
4.607283182889223005e-01,2.457394629538059316e+00,4.051590859889984131e-01,2.113952115178108215e-02,1.000000000000000048e-04
4.600316253304481684e-01,2.462574322104454261e+00,4.042672812938690186e-01,2.117372676730155945e-02,1.000000000000000048e-04
4.605465736910701047e-01,2.459103927016258240e+00,4.048852920532226562e-01,2.116814069449901581e-02,1.000000000000000048e-04
4.608802969977259800e-01,2.458181280016899173e+00,4.057267308235168457e-01,2.110793441534042358e-02,1.000000000000000048e-04
4.620506878495216352e-01,2.453373272240161995e+00,4.061722159385681152e-01,2.108389697968959808e-02,1.000000000000000048e-04
4.616808178722858202e-01,2.455580415993928955e+00,4.081680774688720703e-01,2.112621255218982697e-02,1.000000000000000048e-04
4.627005840465426290e-01,2.450137179225683415e+00,4.071503579616546631e-01,2.105463109910488129e-02,1.000000000000000048e-04
4.644958958625793333e-01,2.440365897387266170e+00,4.083964526653289795e-01,2.105466835200786591e-02,1.000000000000000048e-04
4.651827711313962777e-01,2.437750436961650724e+00,4.091258943080902100e-01,2.112836576998233795e-02,1.000000000000000048e-04
4.652674850225448355e-01,2.437558812946081233e+00,4.095118641853332520e-01,2.100897766649723053e-02,1.000000000000000048e-04
4.650270160809159004e-01,2.440925392150878892e+00,4.101134538650512695e-01,2.104640007019042969e-02,1.000000000000000048e-04
4.662725632786750563e-01,2.432815952867269704e+00,4.101150035858154297e-01,2.102920040488243103e-02,1.000000000000000048e-04
4.659512352198362239e-01,2.437109875828027850e+00,4.118345677852630615e-01,2.101245895028114319e-02,1.000000000000000048e-04
4.673384744673967361e-01,2.429295926749706069e+00,4.112920463085174561e-01,2.099876850843429565e-02,1.000000000000000048e-04
4.678336831033229615e-01,2.426070667326450270e+00,4.115890562534332275e-01,2.097789756953716278e-02,1.000000000000000048e-04
4.687768855839967719e-01,2.422191926538944440e+00,4.129486083984375000e-01,2.105034142732620239e-02,1.000000000000000048e-04
4.693471203818917470e-01,2.419736969351768519e+00,4.130780398845672607e-01,2.089322172105312347e-02,1.000000000000000048e-04
4.702875891849398471e-01,2.415253676712513009e+00,4.147469699382781982e-01,2.095363661646842957e-02,1.000000000000000048e-04
